Country,Population,Year,Status,Adult Mortality,infant deaths,Alcohol,Life expectancy ,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure, HIV/AIDS,Diphtheria ,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Libya,,2000,Developing,148,3,0.01,78,457.3202236,92,0,52.8,3,94,3.41,0.1,94,7145.628494,5.7,5.5,0.727,15.5
Lithuania,29491,2015,Developed,165,0,,73.6,0,94,50,62.4,0,93,,0.1,93,14252.42853,2.6,2.6,0.846,16.5
Lithuania,2932367,2014,Developed,169,0,15.19,73.4,2211.744178,94,11,61.9,0,93,6.55,0.1,93,16554.97139,2.6,2.7,0.841,16.5
Lithuania,2957689,2013,Developed,178,0,15.04,73,1968.816817,93,35,61.4,0,93,6.59,0.1,93,15712.82376,2.7,2.7,0.834,16.4
Lithuania,2987773,2012,Developed,176,0,15.14,73,1807.071336,93,0,6.9,0,93,6.67,0.1,93,14341.836,2.7,2.7,0.83,16.5
Lithuania,328115,2011,Developed,18,0,12.66,72.8,1758.822757,95,7,6.5,0,92,6.86,0.1,92,14357.73679,2.7,2.8,0.826,16.7
Lithuania,397282,2010,Developed,188,0,12.9,72.4,1423.802386,94,2,6,0,95,7.9,0.1,95,11984.86857,2.8,2.8,0.824,16.8
Lithuania,3162916,2009,Developed,192,0,12.4,72.2,1446.529217,95,0,59.7,0,98,7.53,0.1,98,11837.3913,2.8,2.9,0.825,16.6
Lithuania,3198231,2008,Developed,224,0,13.3,71.1,1888.149904,96,1,59.3,0,96,6.61,0.1,96,14961.56818,2.9,2.9,0.82,16.5
Lithuania,3231294,2007,Developed,24,0,13.4,72,1581.511914,96,0,59,0,95,6.22,0.1,95,12297.91535,2.9,3,0.812,16.4
Lithuania,326999,2006,Developed,229,0,12.7,76,116.504961,95,1,58.7,0,94,6.2,0.1,94,924.642548,3,3,0.807,16.4
Lithuania,3322528,2005,Developed,222,0,12.3,78,913.699529,95,1,58.4,0,93,5.83,0.1,94,7863.1629,3,3.1,0.798,16.2
Lithuania,337775,2004,Developed,24,0,12.1,71.6,76.36187737,94,1,58.1,0,9,5.67,0.1,94,676.966998,3.1,3.1,0.792,16.3
Lithuania,3415213,2003,Developed,22,0,11.29,71.6,80.99710054,95,1,57.8,0,91,6.46,0.1,94,555.535669,3.2,3.2,0.78,15.8
Lithuania,344367,2002,Developed,22,0,11,71.4,561.9168642,94,103,57.5,0,97,6.4,0.1,95,4146.987928,3.3,3.3,0.77,15.3
Lithuania,347818,2001,Developed,21,0,10.2,71.2,42.87208671,95,7,57.2,0,97,6.26,0.1,95,353.147337,3.3,3.3,0.757,14.7
Lithuania,3499536,2000,Developed,2,0,9.87,71.6,373.2605532,98,19,56.9,0,92,6.46,0.1,94,3297.35471,3.4,3.4,0.745,14
Luxembourg,56964,2015,Developed,63,0,,82,0,94,0,61.3,0,99,,0.1,99,1199.8223,1,0.9,0.896,13.9
Luxembourg,556319,2014,Developed,65,0,11.12,81.7,16255.16198,94,0,6.9,0,99,6.94,0.1,99,119172.7418,1,0.9,0.892,13.9
Luxembourg,54336,2013,Developed,68,0,11.02,81.4,15515.75234,94,0,6.5,0,99,7.1,0.1,99,113751.85,0.9,0.9,0.892,13.9
Luxembourg,53946,2012,Developed,7,0,11.34,81.1,2284.58215,94,2,6.1,0,99,7.18,0.1,99,16749.136,0.9,0.9,0.892,13.9
Luxembourg,518347,2011,Developed,72,0,11.5,88,17028.52798,95,6,59.6,0,96,7.34,0.1,99,115761.577,0.9,0.9,0.894,13.9
Luxembourg,56953,2010,Developed,73,0,11.36,86,2267.252192,94,0,59.2,0,96,7.68,0.1,99,14965.361,0.9,0.9,0.884,13.7
Luxembourg,497783,2009,Developed,76,0,11.42,83,2052.393076,95,0,58.8,0,96,8.11,0.1,99,13198.6693,0.9,0.9,0.888,13.5
Luxembourg,48865,2008,Developed,8,0,11.53,80,18961.3486,94,1,58.4,0,96,7.34,0.1,99,114293.8433,0.9,0.9,0.887,13.5
Luxembourg,479993,2007,Developed,82,0,11.75,79.7,267.051312,87,0,57.9,0,96,6.8,0.1,99,1618.4928,0.9,0.9,0.877,13.5
Luxembourg,472637,2006,Developed,85,0,11.98,79.4,15345.4907,95,8,57.5,0,99,7.75,0.1,99,89739.7117,0.9,0.9,0.88,13.5
Luxembourg,465158,2005,Developed,9,0,11.84,78.8,1346.246697,95,0,57,0,99,7.95,0.1,99,8289.69641,1,0.9,0.874,13.5
Luxembourg,45895,2004,Developed,92,0,12.42,78.7,12372.05188,94,0,56.4,0,99,8.2,0.1,99,75716.3518,1,0.9,0.867,13.5
Luxembourg,45163,2003,Developed,92,0,12.61,78.6,10111.38928,95,1,55.8,0,99,7.67,0.1,98,65445.8853,1,0.9,0.865,13.6
Luxembourg,446175,2002,Developed,95,0,12.91,78.3,910.5062778,95,0,55.2,0,99,8.27,0.1,99,5293.64115,1,0.9,0.86,13.5
Luxembourg,441525,2001,Developed,96,0,12.89,78,7877.33656,86,0,54.6,0,99,7.4,0.1,99,48179.4285,1,1,0.854,13.4
Luxembourg,4363,2000,Developed,98,0,13.14,77.8,8246.130437,77,0,54,0,99,7.48,0.1,99,48735.99549,1,1,0.848,13.5
Madagascar,2423488,2015,Developing,22,28,,65.5,0,69,3,2.5,38,71,,0.3,69,41.8575951,7.1,7.1,0.511,10.3
Madagascar,2358981,2014,Developing,225,29,0.01,65.1,5.339065673,73,3,2,39,73,3.4,0.3,73,452.4631926,7.2,7.1,0.509,10.3
Madagascar,22961146,2013,Developing,23,29,0.87,64.7,79.50882493,74,6,19.5,40,73,4.15,0.4,74,461.723722,7.3,7.2,0.508,10.3
Madagascar,22346573,2012,Developing,235,30,0.87,64.3,59.97914461,7,2,19,42,71,3.46,0.4,7,443.9611,7.4,7.3,0.506,10.2
Madagascar,21743949,2011,Developing,241,31,0.97,63.8,78.79967196,73,0,18.5,43,73,4.24,0.4,73,454.963464,7.5,7.4,0.504,10.2
Madagascar,2115164,2010,Developing,248,32,1.03,63.3,76.60442169,7,1,18,45,7,4.86,0.5,7,412.739341,7.6,7.5,0.503,10.2
Madagascar,2569121,2009,Developing,254,33,0.91,62.8,71.16601203,77,0,17.6,47,76,4.7,0.5,77,415.6893226,7.7,7.6,0.5,9.7
Madagascar,19996469,2008,Developing,259,34,0.68,62.3,6.448762615,77,3,17.1,49,77,4.5,0.5,77,47.733254,7.8,7.7,0.491,9.4
Madagascar,19433523,2007,Developing,261,35,0.71,61.9,55.43034455,84,0,16.7,51,83,4.98,0.6,84,377.8482928,7.9,7.8,0.483,9.1
Madagascar,1888268,2006,Developing,263,36,0.68,61.4,38.41870375,82,2,16.3,54,83,5.11,0.6,85,292.157443,8,7.9,0.478,9
Madagascar,18336724,2005,Developing,265,37,0.72,69,33.74786198,81,0,15.8,56,8,5.3,0.6,85,274.819723,8.1,8,0.473,8.9
Madagascar,1782997,2004,Developing,267,38,0.81,64,23.72796328,71,35558,15.4,58,74,4.89,0.6,78,245.1235876,8.2,8.1,0.466,8.7
Madagascar,17279141,2003,Developing,268,40,0.93,59.9,37.12894787,61,62233,15,60,65,4.81,0.7,66,316.7998965,8.3,8.3,0.457,8.5
Madagascar,16765117,2002,Developing,271,41,0.9,59.3,47.5262138,51,10795,14.7,63,61,5.29,0.7,62,262.2859481,8.5,8.4,0.462,8.3
Madagascar,1626932,2001,Developing,276,42,1.05,58.7,42.56331585,,9357,14.3,65,6,5.17,0.7,6,278.555732,8.6,8.5,0.456,8.2
Madagascar,1576686,2000,Developing,283,44,1.16,57.9,35.66125056,,35256,13.9,68,58,5.8,0.6,57,245.939659,8.7,8.6,0,8
Malawi,1757367,2015,Developing,365,26,,58.3,0,88,0,19.6,38,88,,4.8,88,362.6575444,6.4,6.2,0.473,10.8
Malawi,1768838,2014,Developing,377,27,0.01,57.6,59.48744893,91,3,19.2,40,87,11.38,5.1,91,354.7253961,6.5,6.3,0.466,10.7
Malawi,16577147,2013,Developing,394,29,0.01,56.7,55.83107625,89,1,18.8,42,89,1.96,6.3,89,332.922339,6.5,6.4,0.459,10.7
Malawi,169735,2012,Developing,42,31,0.01,55.3,82.76865922,96,11,18.4,46,95,12.6,8.3,96,374.51882,6.6,6.5,0.454,10.7
Malawi,15627618,2011,Developing,441,32,1.23,54.1,13.77617463,97,26,18,50,97,11.67,11.2,97,512.125451,6.7,6.6,0.444,10.6
Malawi,1516795,2010,Developing,462,35,1.08,52.9,9.728005297,93,118712,17.6,54,86,1.5,13.7,93,458.8681744,6.8,6.7,0.43,10.2
Malawi,1471462,2009,Developing,491,36,1.16,51.5,7.915071248,93,21,17.3,56,93,1.18,14.9,93,42.7379657,6.9,6.8,0.415,9.9
Malawi,14271234,2008,Developing,525,36,1.27,50,74.34482999,91,20,16.9,58,92,1.7,16.9,91,372.842678,7,6.9,0.4,9.6
Malawi,1384969,2007,Developing,559,37,1.18,48.5,4.269511381,87,143,16.6,59,88,9.31,19.3,87,32.2227274,7.1,7,0.387,9.7
Malawi,13429262,2006,Developing,587,38,1.18,47.1,6.847033785,99,1,16.2,61,99,8.99,21.1,99,297.6971211,7.3,7.1,0.377,9.6
Malawi,1339711,2005,Developing,66,39,1.04,46,5.670640102,93,184,15.9,62,94,8.2,22.4,93,28.3673842,7.4,7.2,0.371,9.7
Malawi,1267638,2004,Developing,615,40,1.11,45.1,58.13583343,89,1116,15.5,65,94,7.82,23.4,89,274.2256294,7.5,7.4,0.366,10
Malawi,12336687,2003,Developing,613,43,1.08,44.6,4.375316094,84,167,15.2,70,85,6.35,24.2,84,26.152517,7.6,7.5,0.362,10.3
Malawi,1213711,2002,Developing,67,46,1.1,44,3.885394742,64,92,14.8,75,79,4.82,24.7,64,29.9798977,7.7,7.6,0.388,10.4
Malawi,11695863,2001,Developing,599,48,1.15,43.5,12.79760626,,150,14.4,80,86,5.7,25.1,9,146.7615397,7.9,7.7,0.387,10.1
Malawi,11376172,2000,Developing,588,51,1.18,43.1,13.76270195,,304,14.1,84,73,6.7,25.5,75,153.2594872,8,7.9,0.391,10.7
Malaysia,3723155,2015,Developing,123,4,,75,0,99,1318,4.6,4,99,,0.1,99,9643.644683,7.5,7.3,0.787,13.1
Malaysia,322817,2014,Developing,126,4,0.52,74.8,721.3655432,96,221,39.5,4,97,4.17,0.1,97,11183.96191,7.6,7.4,0.783,13
Malaysia,2976724,2013,Developing,128,3,0.53,74.6,110.6779711,96,195,38.5,4,97,4.2,0.1,97,1882.27842,7.8,7.6,0.779,12.9
Malaysia,2917456,2012,Developing,129,3,0.53,74.5,101.609245,97,1868,37.4,4,97,4.1,0.1,97,1779.49641,7.9,7.7,0.776,12.9
Malaysia,28635128,2011,Developing,13,3,0.51,74.3,9.23002632,96,1569,36.3,4,96,3.89,0.1,96,145.1262,8,7.8,0.774,13
Malaysia,28112289,2010,Developing,131,3,0.49,74.1,65.56659662,96,73,35.3,4,96,3.99,0.1,96,971.356987,8.2,8,0.764,12.8
Malaysia,2765383,2009,Developing,131,3,0.47,74,431.5452472,96,153,34.4,4,97,3.97,0.1,97,7326.744435,8.3,8.2,0.756,12.6
Malaysia,2711169,2008,Developing,132,3,0.47,73.8,438.4519214,97,334,33.4,4,97,3.47,0.1,97,8513.629541,8.5,8.3,0.747,12.5
Malaysia,26625845,2007,Developing,133,3,0.43,73.7,409.9812523,96,394,32.5,4,97,3.61,0.1,97,7269.17114,8.7,8.5,0.736,12.3
Malaysia,26143566,2006,Developing,134,3,0.42,73.6,365.9113978,95,564,31.6,4,95,3.65,0.1,95,6222.982955,8.8,8.6,0.732,12.7
Malaysia,25659393,2005,Developing,135,3,0.46,73.4,297.5913833,96,1407,3.7,4,96,3.29,0.1,96,5593.822995,9,8.8,0.734,12.9
Malaysia,2517419,2004,Developing,137,3,0.49,73.2,315.6639322,94,5729,29.8,4,95,3.74,0.1,95,4955.477743,9.2,8.9,0.731,12.7
Malaysia,2468873,2003,Developing,138,3,0.48,73.1,264.2496129,95,632,28.8,4,96,3.95,0.1,96,4463.675893,9.3,9.1,0.724,12.1
Malaysia,24198811,2002,Developing,14,4,0.49,72.9,216.7029481,95,408,27.9,4,94,3.4,0.1,94,4167.364387,9.5,9.3,0.723,12
Malaysia,2369897,2001,Developing,144,4,0.53,72.7,210.2417002,95,2198,27,5,95,3.4,0.1,96,3915.11546,9.7,9.4,0.725,11.9
Malaysia,2318568,2000,Developing,149,4,0.54,72.4,23.37167228,97,6187,26,5,98,3.4,0.1,98,445.17471,9.8,9.6,0.715,11.6
Maldives,49163,2015,Developing,61,0,,78.5,0,99,0,27.4,0,99,,0.1,99,8395.785198,13.6,13.6,0.701,12.7
Maldives,41,2014,Developing,62,0,0.01,78.2,2051.748615,99,0,26.2,0,99,13.73,0.1,99,7716.2415,13.6,13.7,0.693,12.7
Maldives,393,2013,Developing,64,0,0.01,77.9,1626.591186,99,0,25.1,0,99,11.16,0.1,99,7112.33575,13.7,13.8,0.683,12.4
Maldives,385,2012,Developing,65,0,0.01,77.6,1259.940376,99,0,24.1,0,99,9.16,0.1,99,6541.7465,13.8,13.9,0.675,12.1
Maldives,377,2011,Developing,67,0,1.92,77.3,1079.893546,96,0,23.1,0,96,8.11,0.1,96,6497.55443,13.9,14,0.663,11.8
Maldives,367,2010,Developing,73,0,1.83,76.7,91.13971812,97,0,22.1,0,97,7.93,0.1,96,633.79498,14,14.1,0.653,11.6
Maldives,36,2009,Developing,75,0,1.59,76.3,100.503021,98,6,21.2,0,98,9.22,0.1,98,597.1659,14.1,14.2,0.651,11.8
Maldives,362,2008,Developing,81,0,1.76,75.9,1077.712092,98,0,2.3,0,98,9.3,0.1,98,5828.621374,14.2,14.3,0.641,11.8
Maldives,349,2007,Developing,82,0,1.78,75.4,6.491488598,98,20,19.5,0,98,6.64,0.1,98,52.862285,14.3,14.4,0.632,11.9
Maldives,333,2006,Developing,88,0,1.62,75,659.8499118,98,47,18.7,0,98,7.37,0.1,98,4428.522898,14.3,14.5,0.622,12
Maldives,321,2005,Developing,93,0,1.47,74.3,620.9518909,98,1395,18,0,98,9.52,0.1,98,3488.493769,14.4,14.5,0.625,12.1
Maldives,312,2004,Developing,16,0,1.6,73.4,611.9093566,97,37,17.3,0,96,5.89,0.1,96,3853.33348,14.5,14.6,0.617,12.2
Maldives,34,2003,Developing,112,0,1.75,72.7,491.4978908,98,75,16.7,0,98,5.9,0.1,98,3432.247841,14.6,14.7,0.601,11.8
Maldives,297,2002,Developing,124,0,1.95,71.8,4.299053392,98,926,16.2,0,98,5.78,0.1,98,32.37239,14.6,14.7,0.597,12
Maldives,292,2001,Developing,129,0,1.98,78,41.30688803,98,0,15.6,0,97,5.84,0.1,98,298.67598,14.7,14.8,0.587,11.8
Maldives,286,2000,Developing,139,0,1.83,69.6,300.1621026,96,20,15.2,0,98,8,0.1,98,2182.99711,14.8,14.8,0.577,11.3
Mali,1746795,2015,Developing,266,52,,58.2,0,64,215,23.8,84,66,,1.5,64,729.725338,7.7,7.5,0.438,8.4
Mali,16962846,2014,Developing,272,52,0.01,57.8,46.56231672,73,290,23.2,85,74,6.86,1.6,73,825.5729915,7.9,7.7,0.43,8.2
Mali,16477818,2013,Developing,275,53,0.01,57.3,36.86104319,69,221,22.5,86,7,6.58,1.6,69,777.659139,8.1,7.9,0.421,8
Mali,16667,2012,Developing,27,53,0.01,57.2,96.5465827,66,341,21.9,88,72,6.47,1.5,66,777.3476868,8.3,8.1,0.411,7.7
Mali,1554989,2011,Developing,271,54,0.61,56.8,101.8113996,66,24,21.3,90,72,6.59,1.5,66,835.88998,8.5,8.3,0.404,7.5
Mali,157585,2010,Developing,273,54,0.6,56.5,9.585584394,72,1719,2.7,91,77,6.35,1.5,73,78.377632,8.8,8.5,0.396,7.3
Mali,1466597,2009,Developing,276,55,0.59,56,84.63438925,71,2939,2.2,93,77,6.85,1.6,73,697.153124,9,8.8,0.385,7.1
Mali,14138216,2008,Developing,278,55,0.57,55.5,102.1413744,74,98,19.6,94,74,6.74,1.6,74,689.6784228,9.2,9,0.36,5.8
Mali,1367566,2007,Developing,282,56,0.55,55,81.8405007,74,2,19,96,76,6.97,1.7,74,595.6368319,9.4,9.3,0.363,6.4
Mali,1322764,2006,Developing,288,57,0.53,54.3,67.70920683,9,128,18.5,98,79,6.56,1.8,78,521.6425796,9.7,9.5,0.35,6.1
Mali,12798763,2005,Developing,29,57,0.55,53.6,60.21211141,83,33,18,101,78,6.34,1.9,77,487.942556,9.9,9.7,0.338,5.8
Mali,1239196,2004,Developing,296,58,0.49,52.8,57.11644801,73,172,17.5,103,7,6.28,2,69,439.3572924,1.1,1,0.333,5.5
Mali,125128,2003,Developing,299,59,0.54,52,6.660451777,79,232,17,106,67,6.25,2.2,63,391.791281,1.3,1.2,0.318,5.2
Mali,11638929,2002,Developing,31,60,0.53,51.2,3.67646576,,717,16.5,108,65,6.32,2.3,61,334.22416,1.5,1.5,0.308,4.9
Mali,11293258,2001,Developing,34,60,0.51,55,4.395885717,,4464,16.1,110,56,6.39,2.4,49,36.8473237,1.8,1.7,0.297,4.6
Mali,196769,2000,Developing,37,60,0.47,49.8,23.94507124,,1578,15.6,111,53,6.29,2.5,43,269.3483829,11,1.9,0.291,4.4
Malta,431874,2015,Developed,54,0,,81.7,0,95,2,69.6,0,97,,0.1,97,23819.4636,0.8,0.8,0.853,14.6
Malta,427364,2014,Developed,55,0,8.49,81.4,409.6000248,9,0,69.2,0,99,9.75,0.1,99,2618.92599,0.8,0.8,0.847,14.3
Malta,423374,2013,Developed,57,0,8.58,81.1,374.2947283,94,0,68.8,0,99,9.89,0.1,99,2393.1888,0.8,0.7,0.828,14.2
Malta,419455,2012,Developed,58,0,7.67,81,343.123395,93,0,68.4,0,99,9.95,0.1,99,2193.8836,0.8,0.7,0.821,14.1
Malta,416268,2011,Developed,59,0,6.91,87,3601.287457,82,3,68,0,96,9.6,0.1,96,22821.847,0.8,0.7,0.826,14.8
Malta,41458,2010,Developed,62,0,7.91,83,278.0687051,75,0,67.6,0,76,8.3,0.1,76,2187.79469,0.8,0.7,0.819,14.6
Malta,412477,2009,Developed,63,0,7.38,82,335.5180568,86,1,67.1,0,73,8.33,0.1,73,2675.58259,0.8,0.7,0.815,14.4
Malta,49379,2008,Developed,64,0,7.14,80,2655.573684,86,1,66.6,0,72,8.15,0.1,72,21928.767,0.7,0.7,0.813,14.6
Malta,46724,2007,Developed,65,0,7.45,79.6,2578.888314,82,2,66.1,0,76,8.36,0.1,74,19375.5696,0.7,0.7,0.808,14.4
Malta,4538,2006,Developed,66,0,8.84,79.3,2380.699796,86,1,65.6,0,83,8.93,0.1,85,16671.5672,0.7,0.7,0.809,14.8
Malta,43834,2005,Developed,67,0,6.41,79,2247.035692,85,6,65,0,94,8.83,0.1,92,15835.34667,0.7,0.7,0.805,14.8
Malta,41268,2004,Developed,69,0,6.53,78.7,203.3157499,85,4,64.5,0,89,8.46,0.1,89,1519.5497,0.7,0.7,0.797,14.2
Malta,398582,2003,Developed,71,0,6.7,78.5,1678.392773,89,4,63.9,0,94,8.6,0.1,94,13689.98999,0.7,0.7,0.79,13.8
Malta,395969,2002,Developed,75,0,5.73,78.2,1552.740429,,7,63.4,0,95,7.86,0.1,95,11843.9392,0.7,0.7,0.786,13.8
Malta,39328,2001,Developed,79,0,5.62,77.8,130.0150391,,2,62.8,0,95,7.11,0.1,95,1121.78636,0.7,0.7,0.783,13.7
Malta,3987,2000,Developed,8,0,5.59,77.5,134.3547253,,2,62.3,0,94,6.83,0.1,94,1139.5651,0.8,0.7,0.779,13.8
Marshall Islands,,2013,Developing,,0,0.01,,871.8783173,8,0,81.6,0,79,17.24,0.1,79,3617.752354,0.1,0.1,,0
Mauritania,4182341,2015,Developing,25,8,,63.1,0,73,1,3.8,12,67,,0.9,73,1158.256469,7.8,7.5,0.513,8.5
Mauritania,46392,2014,Developing,26,8,0.01,63,80.92679802,84,14,3.1,12,84,3.77,0.9,84,1326.66882,8,7.7,0.509,8.5
Mauritania,394617,2013,Developing,28,8,0.01,62.7,8.88028118,8,62,29.4,12,8,3.63,1.1,8,145.57838,8.1,7.9,0.501,8.2
Mauritania,383239,2012,Developing,29,8,0.01,62.5,62.48419552,8,35,28.8,12,8,3.36,1.2,8,1364.283745,8.3,8.1,0.491,7.8
Mauritania,3717672,2011,Developing,212,8,0.01,62.2,79.27658464,75,234,28.1,12,73,2.87,1.2,75,1393.261593,8.5,8.3,0.487,7.7
Mauritania,369543,2010,Developing,214,8,0.01,62,8.353074798,64,1292,27.4,12,52,3.28,1.2,64,123.383675,8.7,8.5,0.484,7.6
Mauritania,356288,2009,Developing,215,8,0.01,61.7,11.14504291,64,322,26.8,12,63,3.79,1.2,64,146.83851,8.9,8.7,0.476,7.1
Mauritania,347541,2008,Developing,217,8,0.02,61.4,61.76263795,74,4,26.1,12,73,3.23,1.3,74,1167.535689,9.2,8.9,0.475,7.2
Mauritania,3312665,2007,Developing,219,8,0.02,61.2,7.35400072,74,11,25.5,12,75,3.54,1.3,75,113.3128,9.4,9.1,0.475,7.4
Mauritania,322653,2006,Developing,221,8,0.01,69,55.79836969,68,22,24.8,12,68,3.21,1.3,68,944.134851,9.6,9.4,0.466,7.2
Mauritania,31372,2005,Developing,223,8,0.01,66,55.12187071,42,127,24.2,12,71,4.21,1.3,71,697.7451989,9.8,9.6,0.461,7.2
Mauritania,342823,2004,Developing,224,8,0.01,64,5.00378288,,5039,23.6,12,68,4.7,1.3,7,62.547286,1,9.8,0.451,6.7
Mauritania,2957117,2003,Developing,226,8,0.01,63,29.65370899,,3611,22.9,12,75,4.53,1.3,76,528.586613,1.3,1.1,0.447,6.6
Mauritania,2873228,2002,Developing,228,7,0.02,62,4.113190741,,883,22.3,12,91,5.31,1.2,89,46.9542322,1.5,1.3,0.446,6.5
Mauritania,279729,2001,Developing,229,7,0.01,61,28.782245,,1398,21.7,12,75,4.34,1.2,75,464.229758,1.7,1.5,0.444,6.5
Mauritania,279359,2000,Developing,23,7,0.03,60,8.594570232,,0,21.1,11,58,5.26,1.1,51,477.476124,1.9,1.7,0.443,6.4
Mauritius,126265,2015,Developing,146,0,,74.6,0,97,0,33.3,0,98,,0.1,97,9252.11724,6.9,6.8,0.779,15.2
Mauritius,126934,2014,Developing,148,0,0.01,74.2,115.2784282,97,0,32.8,0,98,4.81,0.1,97,1153.93822,7,6.9,0.769,14.7
Mauritius,1258653,2013,Developing,147,0,0.01,74.1,917.467628,98,0,32.3,0,98,4.82,0.1,98,9637.265,7,7,0.765,14.7
Mauritius,1255882,2012,Developing,154,0,0.01,73.9,915.1859205,98,0,31.8,0,98,4.76,0.1,98,9291.227619,7.1,7,0.756,14.3
Mauritius,125244,2011,Developing,158,0,3.03,73.6,918.807245,98,2,31.3,0,98,5.2,0.1,98,9197.26972,7.1,7.1,0.748,14.1
Mauritius,1254,2010,Developing,163,0,2.95,73.3,0.108055973,99,12,3.7,0,99,5.29,0.2,99,8.376432,7.2,7.2,0.74,14
Mauritius,1247429,2009,Developing,166,0,2.83,72.8,624.2361828,99,15,3.2,0,99,4.97,0.1,99,7318.12641,7.3,7.3,0.734,13.8
Mauritius,1244121,2008,Developing,166,0,2.49,72.7,6.6489825,99,12,29.7,0,99,4.6,0.1,99,83.635,7.4,7.3,0.728,13.6
Mauritius,123963,2007,Developing,161,0,3.24,72.9,582.5143743,97,13,29.1,0,96,4.24,0.1,97,6574.654338,7.5,7.4,0.72,13.5
Mauritius,1233996,2006,Developing,165,0,3.73,71.8,502.3844946,97,3,28.6,0,98,4.38,0.1,97,5695.969327,7.6,7.5,0.713,13.4
Mauritius,1228254,2005,Developing,168,0,3.94,72.1,479.9234077,97,7,28,0,97,4.47,0.1,97,5116.45424,7.7,7.6,0.704,13
Mauritius,12213,2004,Developing,168,0,4.16,71.9,509.3899943,98,28,27.5,0,98,4.29,0.1,98,5229.876738,7.8,7.7,0.696,12.8
Mauritius,121337,2003,Developing,174,0,4.08,71.5,407.779262,97,777,26.9,0,99,4.15,0.1,99,4623.347642,7.9,7.8,0.687,12.6
Mauritius,124621,2002,Developing,179,0,4.14,71.5,369.6317105,88,0,26.4,0,88,4.24,0.1,88,3957.51296,7.9,7.9,0.683,12.5
Mauritius,1196287,2001,Developing,177,0,4.38,71.5,70.15536981,92,0,25.8,0,93,3.87,0.1,92,3792.182152,8,8,0.673,12.2
Mauritius,1186873,2000,Developing,177,0,4.6,71,336.3213326,88,0,25.3,0,88,3.78,0.1,88,3861.32414,8.1,8.1,0.667,12.1
Mexico,12589949,2015,Developing,122,30,,76.7,0,82,0,63.5,35,87,,0.1,87,9143.128494,1.5,1.5,0.758,13.3
Mexico,1242216,2014,Developing,122,31,5.26,76.6,168.173753,84,3,62.8,36,87,6.3,0.1,87,1452.27766,1.6,1.5,0.754,13.1
Mexico,122535969,2013,Developing,12,32,5.23,76.6,150.408875,82,0,62.1,37,83,6.3,0.1,83,1298.86766,1.6,1.5,0.753,12.9
Mexico,1282837,2012,Developing,123,33,5.29,76.3,112.696486,99,0,61.5,38,99,6.21,0.1,99,982.532572,1.6,1.5,0.748,12.7
Mexico,119917,2011,Developing,124,34,5.3,76.1,1117.196097,98,3,6.8,39,97,6.4,0.1,97,9834.472689,1.6,1.6,0.745,12.6
Mexico,117318941,2010,Developing,127,35,5.21,75.6,1033.039737,93,0,6.1,40,95,6.39,0.1,95,8959.581416,1.6,1.6,0.739,12.5
Mexico,11555228,2009,Developing,13,36,5.27,75.7,881.7364327,95,0,59.4,42,95,6.6,0.1,95,7748.12331,1.7,1.6,0.738,12.5
Mexico,11366189,2008,Developing,127,37,5.36,75.6,159.8772264,97,0,58.7,43,96,6.6,0.1,96,9689.52887,1.7,1.6,0.735,12.3
Mexico,111836346,2007,Developing,123,38,5.35,76,105.7476131,98,0,57.9,45,98,5.92,0.1,98,933.341687,1.7,1.7,0.731,12.3
Mexico,1192378,2006,Developing,125,40,5.11,75.8,980.2537444,98,23,57.2,47,98,5.83,0.1,98,8767.92258,1.8,1.7,0.723,12.2
Mexico,18472228,2005,Developing,126,42,4.93,75.3,998.3498049,98,6,56.4,49,98,6.4,0.1,98,7986.798439,1.8,1.7,0.719,12.2
Mexico,16995583,2004,Developing,124,44,4.9,75.4,920.8284115,98,64,55.7,52,98,6.11,0.1,98,7199.59665,1.8,1.8,0.714,12.1
Mexico,1564453,2003,Developing,127,46,4.88,75,781.2062828,98,44,54.9,55,98,6.2,0.1,98,6751.998987,1.9,1.8,0.708,11.9
Mexico,1435568,2002,Developing,127,49,4.77,75,12.1859723,97,0,54.1,58,98,5.52,0.1,97,716.8219,1.9,1.8,0.703,11.6
Mexico,136768,2001,Developing,126,52,4.86,75,13.31109532,97,3,53.2,62,97,5.35,0.1,97,731.378864,1.9,1.9,0.7,11.6
Mexico,11719673,2000,Developing,129,55,4.99,74.8,10.22840118,97,30,52.4,66,97,4.98,0.1,97,672.92113,2,1.9,0.694,11.4
Micronesia (Federated States of),,2015,Developing,166,0,,69.4,0,78,0,69.4,0,71,,0.1,72,,0.2,0.2,0.637,11.7
Micronesia (Federated States of),,2014,Developing,164,0,1.58,69.4,0,81,140,68.7,0,76,13.71,0.1,77,,0.2,0.2,0.639,11.7
Micronesia (Federated States of),,2013,Developing,166,0,1.67,69.2,0,83,0,68.1,0,81,13.38,0.1,81,,0.2,0.2,0.641,11.7
Micronesia (Federated States of),,2012,Developing,168,0,2.98,69,0,82,0,67.5,0,81,12.77,0.1,81,,0.2,0.2,0.64,11.7
Micronesia (Federated States of),,2011,Developing,169,0,1.89,68.9,0,83,0,67,0,83,13.76,0.1,84,,0.2,0.2,0.638,11.7
